300593559	2019-04-04
300690589	2019-04-06
300824785	2019-04-08
300858795	2019-04-09
301040117	2019-04-13
301343078	2019-04-19
302027765	2019-05-03
302028511	2019-05-03
302100129	2019-05-04
302123200	2019-05-05
302298628	2019-05-08
302941852	2019-05-20
302988880	2019-05-21
303104425	2019-05-23
303223403	2019-05-25
303240435	2019-05-26
303243497	2019-05-26
303249515	2019-05-26
303376388	2019-05-28
303432324	2019-05-29
303481504	2019-05-30
303538479	2019-05-31
303676513	2019-06-03
303678867	2019-06-03
303694022	2019-06-03
304046676	2019-06-10
305210286	2019-07-02
306253277	2019-07-13
306259054	2019-07-22
306697342	2019-07-31
306936828	2019-08-05
307756825	2019-08-21
307813725	2019-08-22
308249875	2019-08-31
309087229	2019-09-08
309437728	2019-09-23
309678324	2019-09-27
309873869	2019-10-01
310353993	2019-10-11
311396975	2019-11-01
313261213	2019-12-14
313276291	2019-12-15
319000781	2020-05-15
324070747	2020-08-19
324435184	2020-08-26
324774303	2020-09-02
325692618	2020-09-21
326011140	2020-09-28
326149383	2020-10-01
326902540	2020-10-18
327270523	2020-10-24
327537064	2020-10-31
328919795	2020-12-01
329013611	2020-12-03
329080633	2020-12-05
329204813	2020-12-08
329374546	2020-12-12
329479334	2020-12-15
331718427	2021-02-18
331718944	2021-02-18
332921226	2021-03-18
333002105	2021-03-20
333096007	2021-03-22
333148718	2021-03-23
333201834	2021-03-24
333298374	2021-03-26
333443780	2021-03-29
333542347	2021-03-31
333695756	2021-04-04
334047785	2021-04-11
337761383	2021-06-22
338750164	2021-07-11
339008067	2021-07-16
339393773	2021-07-24
339393999	2021-07-24
339479312	2021-07-26
339667899	2021-07-30
339668042	2021-07-30
339857091	2021-08-03
340273023	2021-08-11
340575176	2021-08-17
341124081	2021-08-27
341367299	2021-09-01
341639703	2021-09-06
341926248	2021-09-11
342048521	2021-09-13
342198355	2021-09-16
342314523	2021-09-18
342508592	2021-09-22
342509966	2021-09-22
342552950	2021-09-23
342829408	2021-09-28
342930499	2021-09-30
344204539	2021-10-27
344304698	2021-10-29
344771025	2021-11-08
344869603	2021-11-10
345068841	2021-11-14
345171220	2021-11-16
345500849	2021-11-23
345592446	2021-11-25
345700904	2021-11-27
345883942	2021-12-01
345984291	2021-12-03
346122421	2021-12-06
346278716	2021-12-09
346369939	2021-12-11
346455425	2021-12-13
346536955	2021-12-15
346619943	2021-12-17
346746684	2021-12-20
347024469	2021-12-27
347096264	2021-12-29
347183037	2021-12-31
347578219	2022-01-10
347725127	2022-01-14
348110667	2022-01-25
349044160	2022-02-23
349143286	2022-02-25
349280593	2022-02-28
351061518	2022-04-03
351062179	2022-04-03
351167044	2022-04-05
351419683	2022-04-09
351422841	2022-04-09
356492825	2022-07-02
356608067	2022-07-04
357136222	2022-07-13
357235358	2022-07-15
357295071	2022-07-16
357421677	2022-07-18
357488273	2022-07-19
357546430	2022-07-20
357597975	2022-07-21
357718804	2022-07-23
357839816	2022-07-25
358018583	2022-07-28
358019801	2022-07-28
358075383	2022-07-29
358132788	2022-07-30
358531862	2022-08-06
358663978	2022-08-08
358833315	2022-08-11
358884967	2022-08-12
358940543	2022-08-13
359051417	2022-08-15
359111635	2022-08-16
359170278	2022-08-17
359274772	2022-08-19
359330325	2022-08-20
359441271	2022-08-22
359501488	2022-08-23
359502661	2022-08-23
359559589	2022-08-24
359675568	2022-08-26
359728666	2022-08-27
359836093	2022-08-29
359892867	2022-08-30
359935083	2022-08-31
360312910	2022-09-06
360375528	2022-09-07
360435562	2022-09-08
360610737	2022-09-11
360611698	2022-09-11
360778509	2022-09-14
360780757	2022-09-14
360780878	2022-09-14
360836009	2022-09-15
360836505	2022-09-15
361085508	2022-09-19
361087154	2022-09-19
361210712	2022-09-21
361212856	2022-09-21
361574012	2022-09-27
361574114	2022-09-27
361574115	2022-09-23
361742559	2022-09-30
361742820	2022-09-30
362091498	2022-10-07
362094256	2022-10-07
364251190	2022-11-15
366691564	2023-02-05
366691640	2023-02-05
366755088	2023-02-07
366874260	2023-02-11
366874261	2023-02-11
366874262	2023-02-11
367537395	2023-02-28
367926584	2023-03-02
